point_cloud_path,cls_name
/home/yjli/dataset/BosphorusDB/bs001/bs001_YR_L90_0_farthest_sampled.txt,1
/home/yjli/dataset/BosphorusDB/bs085/bs085_LFAU_12LW_0_farthest_sampled.txt,85
/home/yjli/dataset/BosphorusDB/bs081/bs081_UFAU_2_0_farthest_sampled.txt,81
/home/yjli/dataset/BosphorusDB/bs022/bs022_LFAU_20_0_farthest_sampled.txt,22
/home/yjli/dataset/BosphorusDB/bs034/bs034_CR_RD_0_farthest_sampled.txt,34
/home/yjli/dataset/BosphorusDB/bs005/bs005_LFAU_12L_0_farthest_sampled.txt,5
/home/yjli/dataset/BosphorusDB/bs011/bs011_PR_SD_0_farthest_sampled.txt,11
/home/yjli/dataset/BosphorusDB/bs035/bs035_LFAU_23_0_farthest_sampled.txt,35
/home/yjli/dataset/BosphorusDB/bs022/bs022_E_DISGUST_0_farthest_sampled.txt,22
/home/yjli/dataset/BosphorusDB/bs060/bs060_PR_D_0_farthest_sampled.txt,60
/home/yjli/dataset/BosphorusDB/bs101/bs101_UFAU_2_0_farthest_sampled.txt,101
/home/yjli/dataset/BosphorusDB/bs088/bs088_YR_R10_0_farthest_sampled.txt,88
/home/yjli/dataset/BosphorusDB/bs070/bs070_O_HAIR_0_farthest_sampled.txt,70
/home/yjli/dataset/BosphorusDB/bs034/bs034_PR_D_0_farthest_sampled.txt,34
/home/yjli/dataset/BosphorusDB/bs044/bs044_CR_RD_0_farthest_sampled.txt,44
/home/yjli/dataset/BosphorusDB/bs022/bs022_E_SADNESS_0_farthest_sampled.txt,22
/home/yjli/dataset/BosphorusDB/bs015/bs015_UFAU_4_0_farthest_sampled.txt,15
/home/yjli/dataset/BosphorusDB/bs031/bs031_CR_RU_0_farthest_sampled.txt,31
/home/yjli/dataset/BosphorusDB/bs056/bs056_LFAU_12_0_farthest_sampled.txt,56
/home/yjli/dataset/BosphorusDB/bs094/bs094_LFAU_27_0_farthest_sampled.txt,94
/home/yjli/dataset/BosphorusDB/bs001/bs001_O_HAIR_0_farthest_sampled.txt,1
/home/yjli/dataset/BosphorusDB/bs031/bs031_PR_SD_0_farthest_sampled.txt,31
/home/yjli/dataset/BosphorusDB/bs019/bs019_YR_L90_0_farthest_sampled.txt,19
/home/yjli/dataset/BosphorusDB/bs016/bs016_PR_U_0_farthest_sampled.txt,16
/home/yjli/dataset/BosphorusDB/bs099/bs099_LFAU_10_0_farthest_sampled.txt,99
/home/yjli/dataset/BosphorusDB/bs007/bs007_LFAU_10_0_farthest_sampled.txt,7
/home/yjli/dataset/BosphorusDB/bs008/bs008_E_DISGUST_0_farthest_sampled.txt,8
/home/yjli/dataset/BosphorusDB/bs039/bs039_E_DISGUST_0_farthest_sampled.txt,39
/home/yjli/dataset/BosphorusDB/bs045/bs045_PR_SU_0_farthest_sampled.txt,45
/home/yjli/dataset/BosphorusDB/bs012/bs012_UFAU_4_0_farthest_sampled.txt,12
/home/yjli/dataset/BosphorusDB/bs102/bs102_LFAU_16_0_farthest_sampled.txt,102
/home/yjli/dataset/BosphorusDB/bs028/bs028_LFAU_24_0_farthest_sampled.txt,28
/home/yjli/dataset/BosphorusDB/bs024/bs024_LFAU_28_0_farthest_sampled.txt,24
/home/yjli/dataset/BosphorusDB/bs042/bs042_YR_L45_0_farthest_sampled.txt,42
/home/yjli/dataset/BosphorusDB/bs102/bs102_LFAU_12_0_farthest_sampled.txt,102
/home/yjli/dataset/BosphorusDB/bs072/bs072_N_N_3_farthest_sampled.txt,72
/home/yjli/dataset/BosphorusDB/bs088/bs088_LFAU_12L_0_farthest_sampled.txt,88
/home/yjli/dataset/BosphorusDB/bs055/bs055_LFAU_28_0_farthest_sampled.txt,55
/home/yjli/dataset/BosphorusDB/bs036/bs036_PR_SD_0_farthest_sampled.txt,36
/home/yjli/dataset/BosphorusDB/bs103/bs103_CR_RU_0_farthest_sampled.txt,103
/home/yjli/dataset/BosphorusDB/bs037/bs037_YR_R90_0_farthest_sampled.txt,37
/home/yjli/dataset/BosphorusDB/bs086/bs086_PR_D_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs013/bs013_YR_L90_0_farthest_sampled.txt,13
/home/yjli/dataset/BosphorusDB/bs013/bs013_E_DISGUST_0_farthest_sampled.txt,13
/home/yjli/dataset/BosphorusDB/bs049/bs049_LFAU_12_0_farthest_sampled.txt,49
/home/yjli/dataset/BosphorusDB/bs100/bs100_E_SADNESS_0_farthest_sampled.txt,100
/home/yjli/dataset/BosphorusDB/bs103/bs103_LFAU_20_0_farthest_sampled.txt,103
/home/yjli/dataset/BosphorusDB/bs091/bs091_UFAU_4_0_farthest_sampled.txt,91
/home/yjli/dataset/BosphorusDB/bs099/bs099_LFAU_34_0_farthest_sampled.txt,99
/home/yjli/dataset/BosphorusDB/bs024/bs024_LFAU_9_0_farthest_sampled.txt,24
/home/yjli/dataset/BosphorusDB/bs012/bs012_YR_R10_0_farthest_sampled.txt,12
/home/yjli/dataset/BosphorusDB/bs045/bs045_LFAU_16_0_farthest_sampled.txt,45
/home/yjli/dataset/BosphorusDB/bs057/bs057_PR_D_0_farthest_sampled.txt,57
/home/yjli/dataset/BosphorusDB/bs058/bs058_CR_RD_0_farthest_sampled.txt,58
/home/yjli/dataset/BosphorusDB/bs043/bs043_LFAU_20_0_farthest_sampled.txt,43
/home/yjli/dataset/BosphorusDB/bs032/bs032_LFAU_23_0_farthest_sampled.txt,32
/home/yjli/dataset/BosphorusDB/bs104/bs104_LFAU_27_0_farthest_sampled.txt,104
/home/yjli/dataset/BosphorusDB/bs102/bs102_YR_R90_0_farthest_sampled.txt,102
/home/yjli/dataset/BosphorusDB/bs052/bs052_N_N_0_farthest_sampled.txt,52
/home/yjli/dataset/BosphorusDB/bs082/bs082_PR_SU_0_farthest_sampled.txt,82
/home/yjli/dataset/BosphorusDB/bs021/bs021_PR_D_0_farthest_sampled.txt,21
/home/yjli/dataset/BosphorusDB/bs096/bs096_N_N_3_farthest_sampled.txt,96
/home/yjli/dataset/BosphorusDB/bs014/bs014_LFAU_23_0_farthest_sampled.txt,14
/home/yjli/dataset/BosphorusDB/bs097/bs097_LFAU_15_0_farthest_sampled.txt,97
/home/yjli/dataset/BosphorusDB/bs013/bs013_O_MOUTH_0_farthest_sampled.txt,13
/home/yjli/dataset/BosphorusDB/bs059/bs059_YR_R20_0_farthest_sampled.txt,59
/home/yjli/dataset/BosphorusDB/bs029/bs029_E_DISGUST_0_farthest_sampled.txt,29
/home/yjli/dataset/BosphorusDB/bs018/bs018_LFAU_20_0_farthest_sampled.txt,18
/home/yjli/dataset/BosphorusDB/bs095/bs095_YR_R20_0_farthest_sampled.txt,95
/home/yjli/dataset/BosphorusDB/bs031/bs031_LFAU_24_0_farthest_sampled.txt,31
/home/yjli/dataset/BosphorusDB/bs082/bs082_LFAU_14_0_farthest_sampled.txt,82
/home/yjli/dataset/BosphorusDB/bs071/bs071_O_HAIR_0_farthest_sampled.txt,71
/home/yjli/dataset/BosphorusDB/bs037/bs037_LFAU_15_0_farthest_sampled.txt,37
/home/yjli/dataset/BosphorusDB/bs027/bs027_LFAU_25_0_farthest_sampled.txt,27
/home/yjli/dataset/BosphorusDB/bs042/bs042_UFAU_4_0_farthest_sampled.txt,42
/home/yjli/dataset/BosphorusDB/bs074/bs074_N_N_1_farthest_sampled.txt,74
/home/yjli/dataset/BosphorusDB/bs059/bs059_N_N_1_farthest_sampled.txt,59
/home/yjli/dataset/BosphorusDB/bs060/bs060_LFAU_12_0_farthest_sampled.txt,60
/home/yjli/dataset/BosphorusDB/bs080/bs080_O_MOUTH_0_farthest_sampled.txt,80
/home/yjli/dataset/BosphorusDB/bs001/bs001_LFAU_25_0_farthest_sampled.txt,1
/home/yjli/dataset/BosphorusDB/bs056/bs056_UFAU_4_0_farthest_sampled.txt,56
/home/yjli/dataset/BosphorusDB/bs050/bs050_LFAU_27_0_farthest_sampled.txt,50
/home/yjli/dataset/BosphorusDB/bs103/bs103_PR_SD_0_farthest_sampled.txt,103
/home/yjli/dataset/BosphorusDB/bs016/bs016_CR_RU_0_farthest_sampled.txt,16
/home/yjli/dataset/BosphorusDB/bs023/bs023_LFAU_14_0_farthest_sampled.txt,23
/home/yjli/dataset/BosphorusDB/bs045/bs045_LFAU_12R_0_farthest_sampled.txt,45
/home/yjli/dataset/BosphorusDB/bs049/bs049_CR_RD_0_farthest_sampled.txt,49
/home/yjli/dataset/BosphorusDB/bs089/bs089_N_N_2_farthest_sampled.txt,89
/home/yjli/dataset/BosphorusDB/bs009/bs009_LFAU_28_0_farthest_sampled.txt,9
/home/yjli/dataset/BosphorusDB/bs045/bs045_LFAU_15_0_farthest_sampled.txt,45
/home/yjli/dataset/BosphorusDB/bs087/bs087_E_HAPPY_0_farthest_sampled.txt,87
/home/yjli/dataset/BosphorusDB/bs011/bs011_YR_R20_0_farthest_sampled.txt,11
/home/yjli/dataset/BosphorusDB/bs025/bs025_LFAU_22_0_farthest_sampled.txt,25
/home/yjli/dataset/BosphorusDB/bs102/bs102_CR_RD_0_farthest_sampled.txt,102
/home/yjli/dataset/BosphorusDB/bs005/bs005_YR_R45_0_farthest_sampled.txt,5
/home/yjli/dataset/BosphorusDB/bs021/bs021_PR_U_0_farthest_sampled.txt,21
/home/yjli/dataset/BosphorusDB/bs086/bs086_LFAU_17_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs031/bs031_E_FEAR_0_farthest_sampled.txt,31
/home/yjli/dataset/BosphorusDB/bs092/bs092_LFAU_18_0_farthest_sampled.txt,92
/home/yjli/dataset/BosphorusDB/bs036/bs036_CR_RD_0_farthest_sampled.txt,36
/home/yjli/dataset/BosphorusDB/bs094/bs094_LFAU_12L_0_farthest_sampled.txt,94
/home/yjli/dataset/BosphorusDB/bs099/bs099_O_MOUTH_0_farthest_sampled.txt,99
/home/yjli/dataset/BosphorusDB/bs034/bs034_O_EYE_0_farthest_sampled.txt,34
/home/yjli/dataset/BosphorusDB/bs089/bs089_O_EYE_0_farthest_sampled.txt,89
/home/yjli/dataset/BosphorusDB/bs008/bs008_YR_R45_0_farthest_sampled.txt,8
/home/yjli/dataset/BosphorusDB/bs071/bs071_N_N_3_farthest_sampled.txt,71
/home/yjli/dataset/BosphorusDB/bs051/bs051_O_GLASSES_0_farthest_sampled.txt,51
/home/yjli/dataset/BosphorusDB/bs077/bs077_O_EYE_0_farthest_sampled.txt,77
/home/yjli/dataset/BosphorusDB/bs001/bs001_LFAU_10_0_farthest_sampled.txt,1
/home/yjli/dataset/BosphorusDB/bs094/bs094_LFAU_24_0_farthest_sampled.txt,94
/home/yjli/dataset/BosphorusDB/bs063/bs063_PR_D_0_farthest_sampled.txt,63
/home/yjli/dataset/BosphorusDB/bs091/bs091_PR_U_0_farthest_sampled.txt,91
/home/yjli/dataset/BosphorusDB/bs089/bs089_LFAU_34_0_farthest_sampled.txt,89
/home/yjli/dataset/BosphorusDB/bs020/bs020_CAU_A26A12lw_0_farthest_sampled.txt,20
/home/yjli/dataset/BosphorusDB/bs023/bs023_PR_SD_0_farthest_sampled.txt,23
/home/yjli/dataset/BosphorusDB/bs011/bs011_UFAU_2_0_farthest_sampled.txt,11
/home/yjli/dataset/BosphorusDB/bs024/bs024_LFAU_23_0_farthest_sampled.txt,24
/home/yjli/dataset/BosphorusDB/bs012/bs012_UFAU_44_0_farthest_sampled.txt,12
/home/yjli/dataset/BosphorusDB/bs096/bs096_E_ANGER_0_farthest_sampled.txt,96
/home/yjli/dataset/BosphorusDB/bs004/bs004_PR_SD_0_farthest_sampled.txt,4
/home/yjli/dataset/BosphorusDB/bs006/bs006_YR_R20_0_farthest_sampled.txt,6
/home/yjli/dataset/BosphorusDB/bs025/bs025_E_SADNESS_0_farthest_sampled.txt,25
/home/yjli/dataset/BosphorusDB/bs088/bs088_YR_R90_0_farthest_sampled.txt,88
/home/yjli/dataset/BosphorusDB/bs094/bs094_YR_R30_0_farthest_sampled.txt,94
/home/yjli/dataset/BosphorusDB/bs086/bs086_LFAU_12_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs061/bs061_YR_R20_0_farthest_sampled.txt,61
/home/yjli/dataset/BosphorusDB/bs016/bs016_UFAU_2_0_farthest_sampled.txt,16
/home/yjli/dataset/BosphorusDB/bs078/bs078_LFAU_9_0_farthest_sampled.txt,78
/home/yjli/dataset/BosphorusDB/bs004/bs004_E_HAPPY_0_farthest_sampled.txt,4
/home/yjli/dataset/BosphorusDB/bs047/bs047_E_HAPPY_0_farthest_sampled.txt,47
/home/yjli/dataset/BosphorusDB/bs053/bs053_LFAU_28_0_farthest_sampled.txt,53
/home/yjli/dataset/BosphorusDB/bs022/bs022_UFAU_2_0_farthest_sampled.txt,22
/home/yjli/dataset/BosphorusDB/bs008/bs008_LFAU_14_0_farthest_sampled.txt,8
/home/yjli/dataset/BosphorusDB/bs086/bs086_LFAU_22_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs090/bs090_YR_R45_0_farthest_sampled.txt,90
/home/yjli/dataset/BosphorusDB/bs013/bs013_LFAU_25_0_farthest_sampled.txt,13
/home/yjli/dataset/BosphorusDB/bs008/bs008_PR_D_0_farthest_sampled.txt,8
/home/yjli/dataset/BosphorusDB/bs076/bs076_CR_RD_0_farthest_sampled.txt,76
/home/yjli/dataset/BosphorusDB/bs043/bs043_PR_SU_0_farthest_sampled.txt,43
/home/yjli/dataset/BosphorusDB/bs026/bs026_YR_R20_0_farthest_sampled.txt,26
/home/yjli/dataset/BosphorusDB/bs035/bs035_LFAU_34_0_farthest_sampled.txt,35
/home/yjli/dataset/BosphorusDB/bs010/bs010_E_SURPRISE_0_farthest_sampled.txt,10
/home/yjli/dataset/BosphorusDB/bs074/bs074_N_N_2_farthest_sampled.txt,74
/home/yjli/dataset/BosphorusDB/bs054/bs054_LFAU_12_0_farthest_sampled.txt,54
/home/yjli/dataset/BosphorusDB/bs013/bs013_LFAU_10_0_farthest_sampled.txt,13
/home/yjli/dataset/BosphorusDB/bs037/bs037_E_SADNESS_0_farthest_sampled.txt,37
/home/yjli/dataset/BosphorusDB/bs019/bs019_YR_R30_0_farthest_sampled.txt,19
/home/yjli/dataset/BosphorusDB/bs086/bs086_LFAU_12R_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs085/bs085_LFAU_16_0_farthest_sampled.txt,85
/home/yjli/dataset/BosphorusDB/bs082/bs082_LFAU_25_0_farthest_sampled.txt,82
/home/yjli/dataset/BosphorusDB/bs091/bs091_PR_SD_0_farthest_sampled.txt,91
/home/yjli/dataset/BosphorusDB/bs048/bs048_YR_R30_0_farthest_sampled.txt,48
/home/yjli/dataset/BosphorusDB/bs020/bs020_CAU_A22A25_0_farthest_sampled.txt,20
/home/yjli/dataset/BosphorusDB/bs042/bs042_LFAU_12_0_farthest_sampled.txt,42
/home/yjli/dataset/BosphorusDB/bs068/bs068_UFAU_2_0_farthest_sampled.txt,68
/home/yjli/dataset/BosphorusDB/bs046/bs046_LFAU_12L_0_farthest_sampled.txt,46
/home/yjli/dataset/BosphorusDB/bs004/bs004_UFAU_4_0_farthest_sampled.txt,4
/home/yjli/dataset/BosphorusDB/bs036/bs036_LFAU_22_0_farthest_sampled.txt,36
/home/yjli/dataset/BosphorusDB/bs061/bs061_LFAU_28_0_farthest_sampled.txt,61
/home/yjli/dataset/BosphorusDB/bs091/bs091_YR_L45_0_farthest_sampled.txt,91
/home/yjli/dataset/BosphorusDB/bs034/bs034_E_HAPPY_0_farthest_sampled.txt,34
/home/yjli/dataset/BosphorusDB/bs025/bs025_PR_SD_0_farthest_sampled.txt,25
/home/yjli/dataset/BosphorusDB/bs034/bs034_E_SURPRISE_0_farthest_sampled.txt,34
/home/yjli/dataset/BosphorusDB/bs083/bs083_LFAU_12_0_farthest_sampled.txt,83
/home/yjli/dataset/BosphorusDB/bs094/bs094_E_SURPRISE_0_farthest_sampled.txt,94
/home/yjli/dataset/BosphorusDB/bs037/bs037_CAU_A26A12lw_0_farthest_sampled.txt,37
/home/yjli/dataset/BosphorusDB/bs000/bs000_E_FEAR_0_farthest_sampled.txt,0
/home/yjli/dataset/BosphorusDB/bs050/bs050_O_GLASSES_0_farthest_sampled.txt,50
/home/yjli/dataset/BosphorusDB/bs040/bs040_N_N_1_farthest_sampled.txt,40
/home/yjli/dataset/BosphorusDB/bs066/bs066_N_N_3_farthest_sampled.txt,66
/home/yjli/dataset/BosphorusDB/bs017/bs017_PR_SD_0_farthest_sampled.txt,17
/home/yjli/dataset/BosphorusDB/bs101/bs101_YR_R45_0_farthest_sampled.txt,101
/home/yjli/dataset/BosphorusDB/bs103/bs103_LFAU_28_0_farthest_sampled.txt,103
/home/yjli/dataset/BosphorusDB/bs084/bs084_LFAU_12_0_farthest_sampled.txt,84
/home/yjli/dataset/BosphorusDB/bs003/bs003_LFAU_20_0_farthest_sampled.txt,3
/home/yjli/dataset/BosphorusDB/bs003/bs003_UFAU_2_0_farthest_sampled.txt,3
/home/yjli/dataset/BosphorusDB/bs090/bs090_LFAU_34_0_farthest_sampled.txt,90
/home/yjli/dataset/BosphorusDB/bs024/bs024_LFAU_17_0_farthest_sampled.txt,24
/home/yjli/dataset/BosphorusDB/bs098/bs098_N_N_3_farthest_sampled.txt,98
/home/yjli/dataset/BosphorusDB/bs054/bs054_N_N_2_farthest_sampled.txt,54
/home/yjli/dataset/BosphorusDB/bs026/bs026_LFAU_23_0_farthest_sampled.txt,26
/home/yjli/dataset/BosphorusDB/bs093/bs093_E_ANGER_0_farthest_sampled.txt,93
/home/yjli/dataset/BosphorusDB/bs009/bs009_LFAU_23_0_farthest_sampled.txt,9
/home/yjli/dataset/BosphorusDB/bs069/bs069_YR_R20_0_farthest_sampled.txt,69
/home/yjli/dataset/BosphorusDB/bs018/bs018_LFAU_23_0_farthest_sampled.txt,18
/home/yjli/dataset/BosphorusDB/bs083/bs083_LFAU_14_0_farthest_sampled.txt,83
/home/yjli/dataset/BosphorusDB/bs040/bs040_O_MOUTH_0_farthest_sampled.txt,40
/home/yjli/dataset/BosphorusDB/bs064/bs064_O_EYE_0_farthest_sampled.txt,64
/home/yjli/dataset/BosphorusDB/bs100/bs100_LFAU_26_0_farthest_sampled.txt,100
/home/yjli/dataset/BosphorusDB/bs031/bs031_LFAU_28_0_farthest_sampled.txt,31
/home/yjli/dataset/BosphorusDB/bs043/bs043_PR_D_0_farthest_sampled.txt,43
/home/yjli/dataset/BosphorusDB/bs027/bs027_PR_U_0_farthest_sampled.txt,27
/home/yjli/dataset/BosphorusDB/bs039/bs039_O_GLASSES_0_farthest_sampled.txt,39
/home/yjli/dataset/BosphorusDB/bs102/bs102_YR_R20_0_farthest_sampled.txt,102
/home/yjli/dataset/BosphorusDB/bs019/bs019_LFAU_26_0_farthest_sampled.txt,19
/home/yjli/dataset/BosphorusDB/bs065/bs065_LFAU_9_0_farthest_sampled.txt,65
/home/yjli/dataset/BosphorusDB/bs082/bs082_CAU_A22A25_0_farthest_sampled.txt,82
/home/yjli/dataset/BosphorusDB/bs023/bs023_UFAU_2_0_farthest_sampled.txt,23
/home/yjli/dataset/BosphorusDB/bs086/bs086_YR_R20_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs092/bs092_LFAU_27_0_farthest_sampled.txt,92
/home/yjli/dataset/BosphorusDB/bs072/bs072_N_N_2_farthest_sampled.txt,72
/home/yjli/dataset/BosphorusDB/bs069/bs069_CR_RD_0_farthest_sampled.txt,69
/home/yjli/dataset/BosphorusDB/bs086/bs086_E_ANGER_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs010/bs010_LFAU_16_0_farthest_sampled.txt,10
/home/yjli/dataset/BosphorusDB/bs010/bs010_UFAU_43_0_farthest_sampled.txt,10
/home/yjli/dataset/BosphorusDB/bs008/bs008_LFAU_12L_0_farthest_sampled.txt,8
/home/yjli/dataset/BosphorusDB/bs015/bs015_CR_RD_0_farthest_sampled.txt,15
/home/yjli/dataset/BosphorusDB/bs038/bs038_O_MOUTH_0_farthest_sampled.txt,38
/home/yjli/dataset/BosphorusDB/bs071/bs071_O_EYE_0_farthest_sampled.txt,71
/home/yjli/dataset/BosphorusDB/bs036/bs036_E_HAPPY_0_farthest_sampled.txt,36
/home/yjli/dataset/BosphorusDB/bs043/bs043_YR_R90_0_farthest_sampled.txt,43
/home/yjli/dataset/BosphorusDB/bs058/bs058_LFAU_27_0_farthest_sampled.txt,58
/home/yjli/dataset/BosphorusDB/bs056/bs056_N_N_0_farthest_sampled.txt,56
/home/yjli/dataset/BosphorusDB/bs063/bs063_N_N_3_farthest_sampled.txt,63
/home/yjli/dataset/BosphorusDB/bs021/bs021_PR_SU_0_farthest_sampled.txt,21
/home/yjli/dataset/BosphorusDB/bs003/bs003_LFAU_24_0_farthest_sampled.txt,3
/home/yjli/dataset/BosphorusDB/bs094/bs094_E_HAPPY_0_farthest_sampled.txt,94
/home/yjli/dataset/BosphorusDB/bs072/bs072_UFAU_43_0_farthest_sampled.txt,72
/home/yjli/dataset/BosphorusDB/bs057/bs057_YR_R10_0_farthest_sampled.txt,57
/home/yjli/dataset/BosphorusDB/bs081/bs081_LFAU_17_0_farthest_sampled.txt,81
/home/yjli/dataset/BosphorusDB/bs017/bs017_LFAU_14_0_farthest_sampled.txt,17
/home/yjli/dataset/BosphorusDB/bs102/bs102_PR_D_0_farthest_sampled.txt,102
/home/yjli/dataset/BosphorusDB/bs084/bs084_E_DISGUST_0_farthest_sampled.txt,84
/home/yjli/dataset/BosphorusDB/bs089/bs089_LFAU_9_0_farthest_sampled.txt,89
/home/yjli/dataset/BosphorusDB/bs036/bs036_E_ANGER_0_farthest_sampled.txt,36
/home/yjli/dataset/BosphorusDB/bs003/bs003_YR_R20_0_farthest_sampled.txt,3
/home/yjli/dataset/BosphorusDB/bs071/bs071_YR_L45_0_farthest_sampled.txt,71
/home/yjli/dataset/BosphorusDB/bs099/bs099_E_HAPPY_0_farthest_sampled.txt,99
/home/yjli/dataset/BosphorusDB/bs062/bs062_LFAU_9_0_farthest_sampled.txt,62
/home/yjli/dataset/BosphorusDB/bs003/bs003_LFAU_15_0_farthest_sampled.txt,3
/home/yjli/dataset/BosphorusDB/bs085/bs085_LFAU_34_0_farthest_sampled.txt,85
/home/yjli/dataset/BosphorusDB/bs071/bs071_PR_SU_0_farthest_sampled.txt,71
/home/yjli/dataset/BosphorusDB/bs095/bs095_LFAU_9_0_farthest_sampled.txt,95
/home/yjli/dataset/BosphorusDB/bs027/bs027_LFAU_18_0_farthest_sampled.txt,27
/home/yjli/dataset/BosphorusDB/bs026/bs026_LFAU_9_0_farthest_sampled.txt,26
/home/yjli/dataset/BosphorusDB/bs100/bs100_O_HAIR_0_farthest_sampled.txt,100
/home/yjli/dataset/BosphorusDB/bs069/bs069_E_HAPPY_0_farthest_sampled.txt,69
/home/yjli/dataset/BosphorusDB/bs096/bs096_O_HAIR_0_farthest_sampled.txt,96
/home/yjli/dataset/BosphorusDB/bs095/bs095_N_N_3_farthest_sampled.txt,95
/home/yjli/dataset/BosphorusDB/bs059/bs059_PR_SU_0_farthest_sampled.txt,59
/home/yjli/dataset/BosphorusDB/bs024/bs024_LFAU_14_0_farthest_sampled.txt,24
/home/yjli/dataset/BosphorusDB/bs028/bs028_PR_D_0_farthest_sampled.txt,28
/home/yjli/dataset/BosphorusDB/bs101/bs101_YR_R20_0_farthest_sampled.txt,101
/home/yjli/dataset/BosphorusDB/bs015/bs015_E_SURPRISE_0_farthest_sampled.txt,15
/home/yjli/dataset/BosphorusDB/bs000/bs000_LFAU_14_0_farthest_sampled.txt,0
/home/yjli/dataset/BosphorusDB/bs061/bs061_N_N_1_farthest_sampled.txt,61
/home/yjli/dataset/BosphorusDB/bs086/bs086_N_N_0_farthest_sampled.txt,86
/home/yjli/dataset/BosphorusDB/bs035/bs035_O_GLASSES_0_farthest_sampled.txt,35
